Unnamed: 0.1,Unnamed: 0,index,Rating,Id,Date,views,like,Title,Text
0,0,0,5,leah1***예매자,2022.12.12,조회 1139,공감 3공감하기,베스트업그레이드된 연기와 탭댄스 빠져듭니다,34년 전 관람하고 재관람으로 선택한 공연인데요 다시 본 저도 만족이지만 함께 간 지인들이 정말 재미있다며 강추 하더라구요 희망적인 메시지에 각 배우들이 찰떡같이 배역을 소화하는 데다 실제 1930년대에 유행했을 만한 쇼 뮤지컬의 모습을 업그레이드해서 보여주는 탭 댄스까지 눈이 호강하는 느낌입니다 제 기억으로는 지난 공연보다 코믹한 대사가 늘어나고 의상과 무대 장치가 세련되진 것 같아요 첫 관람이었던 지인들은 화려한 볼거리와 무대 공연으로 스트레스가 해소되는 기분이었다고 하더군요 오랜만의 뮤지컬 관람으로 좋은 시간 되었습니다
1,1,1,5,a93994***예매자,2023.02.13,조회 18,공감 0공감하기,진짜 화려한 쇼,포스터처럼 무대도 반짝반짝하고 탭댄스가진짜 얼마나 노력했을지가 보이는 무대였습니다
2,2,2,5,nj***예매자,2023.02.12,조회 17,공감 0공감하기,업그레이드 된 42번가,예전엔 별로 안좋했었는데이번거는 무대가 화려하고 신났어요입문작으로 강추입니다
3,3,3,5,gkdud970***예매자,2023.02.10,조회 16,공감 0공감하기,새해첫날,새해첫 공연을 브로드웨이로 시작 너무 재밋엇어요
4,4,4,5,boo***예매자,2023.02.07,조회 29,공감 0공감하기,엄청난 탭댄스와 그들의 노력이 있었다,브로드웨이와 웨사스 중 고민하다가 탭댄스 하나로 브로드웨이를 선택했습니다 평소에 탭댄스를 볼 기회도 없었고 또 관심 있는 분야도 아니었고 잘하면 얼마나 잘하나 하는 심정으로 보러 갔다가 금방 어리석은 생각이라는 것을 알게 되었습니다춤과 노래 그리고 그들의 연기만으로도 충분히 즐기고 올 수 있었고 그 노력이 대단하다고 생각하는데 그들의 화려하고 대단한 탭댄스는 그 노고를 더욱 생각하게 하는 것 같아요 이번 공연 솔직히 기대하지 않은 상태로 봐서 그랬는지 엄청 재밌었고 관객들과의 티키타카가 너무 좋았습니다 오랜만에 또 고3 수험생의 첫 공연으로 선택한 저는 후회 없고 뿌듯하게 보고 왔습니다다음 공연은 제가 성인이면 오게 될 텐데 그때는 정말 여러 번 볼 생각입니다
5,5,5,5,jh8***예매자,2023.02.06,조회 17,공감 0공감하기,이주순 짱,이주순 최고
6,6,6,5,ajtdlTsm***예매자,2023.02.05,조회 14,공감 0공감하기,진짜 짱,탭댄스와 노래 모든것이 잘 어울러졌습니다
7,7,7,5,eunj***예매자,2023.02.05,조회 14,공감 0공감하기,재관람햇어요,남편과 본후 친정엄마 예매드렸어요
8,8,8,3,phili***예매자,2023.02.05,조회 27,공감 0공감하기,뮤지컬 입문작으로 탁월,가벼운 소재 대극장 기준 상대적 저렴한 표값 신나는 탭 향연 눈요기하며 뮤지컬 입문하기 좋아요
9,9,9,5,sm821***예매자,2023.02.04,조회 14,공감 0공감하기,결기 10주년,신랑과 첨으로 뮤지컬 관람 했네요신랑이 너무 신나고 재미있다고 좋아했어요탭댄스 배우고 싶은 마음까지 들었습니다한분한분 정말 대단하신것 같고 너무 멋있어요
10,10,10,5,gowjd0***예매자,2023.02.01,조회 15,공감 0공감하기,차 관람이 가능한 뮤지컬,정말 배우들의 노력과 열정이 느껴지는 뮤지컬너무 신나서 차 관람해도 지겹지 않을듯한 공연입니다
11,11,11,5,aquate***예매자,2023.01.31,조회 19,공감 0공감하기,대학동기들과 봤어요,졸업한지 12년만에 대학동기들과 만나서 공연 봤어요오랜만에 모여서 좋았는데좋은 공연까지 보니까 뜻깊은 시간이 이었습니다배우들 연기도 너무 열정적이고 공연보는 내내 신나고 행복했습니다3명이 보면 할인율도 좋아서 저렴히 티켓을 사서 봤습니다
12,12,12,4,pislov***예매자,2023.01.30,조회 16,공감 0공감하기,눈과 귀가 호강하는,말 그대로 <브로드웨이 42번가>였습니다
13,13,13,5,haley1***예매자,2023.01.30,조회 15,공감 0공감하기,탭댄스가 너무 멋있어요,너무 잘보고 나왔습니다
14,14,14,5,hyemi5***예매자,2023.01.30,조회 11,공감 0공감하기,허어어어어어어어,지방공연보고싶어요
15,15,15,5,leeyj1***예매자,2023.01.30,조회 10,공감 0공감하기,재밌네요,다음에 또 보고싶은 작품이네요 감사합니다
16,17,17,5,rhdqn2***예매자,2023.01.30,조회 10,공감 0공감하기,재밌어요,오슷 대본집 중계 주세요
17,18,18,5,yeunch***예매자,2023.01.26,조회 14,공감 0공감하기,탭댄스의 잔상이 남는 공연,동생의 졸업식 이후 본 뮤지컬인데 자극적인 요소 하나 없이 마음 편하게 볼 수 있었습니다 기회가 된다면 한 번 더 보고 싶은 공연이네요
18,19,19,5,jylb***예매자,2023.01.25,조회 18,공감 0공감하기,연말연시 최고의 스윙댄스 파티,워낙 익숙한 작품이라 이번에는 이 캐스팅으로 어떤 공연을 할까 기대했는데역시 무대예술보다는 댄스 퍼포먼스에 큰 비중을 둔 작품인듯 합니다 스윙팀 기대 이상이었는데 평일 저녁 공연이라 중장년층이 많았는데 다들 옛날 생각 나시는지 들썩하시더만요 가족들과 보기 좋은 연말연시 공연입니다
19,20,20,5,idton***예매자,2023.01.25,조회 16,공감 0공감하기,여러번 봐도 질리지 않네요,지난시즌보고 이번에도 보는데 역시나 재밌네요 역이 앙상블님들 최고
20,21,21,5,wldus6***예매자,2023.01.24,조회 17,공감 0공감하기,갓상블들 최고,진짜 모두가 다 연기도 노래 잘하지만 이 작품의 주인공은 갓상블이라도 생각해요 진짜 현란한 탭댄스 미침
21,22,22,5,jhk2***예매자,2023.01.23,조회 11,공감 0공감하기,나는행복하다,고로존재한다
22,23,23,5,canaria***예매자,2023.01.23,조회 11,공감 0공감하기,다음에 한번 더,군무와 탭댄스다음에 한번 더 제대로 보고 싶어요
23,24,24,5,kwi***예매자,2023.01.23,조회 13,공감 0공감하기,꾸준히 올라오는 공연에는 이유가 있는 법,꾸준히 올라오는 공연에는 이유가 있는 법
24,25,25,5,lhk080***예매자,2023.01.23,조회 10,공감 0공감하기,신나는 탭댄스,정말 피나는 연습을 하셨을것 같아요멋진 무대와 경쾌한 리듬 최고예요
25,26,26,3,junyuj***예매자,2023.01.23,조회 24,공감 0공감하기,쇼뮤지컬,연초 분위기 나고 신나는 극 그러나 머글분들이 많아서 역대극 관크 겪어서 많이 아쉬웠음
26,27,27,5,dlw***예매자,2023.01.23,조회 10,공감 0공감하기,브로드웨이 42번가,신나게 잘 즐기다 왔습니다
27,28,28,5,tndus1***예매자,2023.01.23,조회 10,공감 0공감하기,텝댄스 진짜 짱이에요,완전 황홀 그 잡채 텝댄스 미쳤습니다
28,29,29,5,qkrtjsdu***예매자,2023.01.21,조회 9,공감 0공감하기,탭댄스,출연진들의 호흡과 탭댄스에 푹 빠졌네요부모님도 함께 보는 좋은 시간이었습니다
29,30,30,4,eksqlsm***예매자,2023.01.20,조회 14,공감 0공감하기,눈이 즐거운 공연이었어요,눈이 즐거운 공연이었어요
30,31,31,5,kkkk3***예매자,2023.01.19,조회 18,공감 0공감하기,특별한 날 특별한 시간 민들레 선생님들의 화려한 외출,24명의 민들레 어린이집 선생님들이 2일에 걸쳐 버스를 대절해서 다녀왔습니다배려해 주신 원장님과 좋은 공연을 만들어준 무대관련분들게 감사드립니다교사1입장해서 막이열릴때부터 감동적인 무대가 펼쳐졌어요 너무나 멋진 무대였고 출연자들의 노고가 눈에선했어요 너무 멋졌어요&160; 최고에요교사2평일 저녁에 서울 밤거리도 구경하고 처음으로 본 공연 잊지 못할것 같아요의상도 화려하고 춤도 너무 멋지고 눈을 뗄 수가 없었어요 환호성과 박수가 저도 모르게 나왔어요 선생님과 좋은 공연을 볼 수 있어서 너무 감사했습니다멋진노래와 탭댄스교사3눈으로호강하고 마음도힐링하는시간이었습니다 정중앙에앉아서 공연도잘보이고배우들의멋진연기와탭댄스군무에 감탄과박수가절로나옵니다교사4감탄의 연속이었던 공연이었습니다노력의 시간이 결과로 그리고 박수의 갈채로 하나되던 시간이었습니다무언가 배워보고싶다라고 생각들며 여운이 긴시간이었고 마음의 양식 채울수 있는 힐링의 시간 감사드립니다교사5멋진공연을 보면서 잠시나마 힐링되는 시간이였고 가족과도 함께 보았으면 좋겠다는 생각도들었습니다뮤지컬 볼수있는 기회와 편안하게 갔다올수 있도록 차량지원해주신 이사장님께도 감사합니다  집으로 가면서 탭댄스를 훙내내보았답니다 이참에 탭댄스를 배워야하나  하는 생각까지 살짝들더라구요교사6무엇보다 공연을 보면서 내삶의 동선이 다른 사람들과 겹치지 않게 각자의 위치와 역할을 잘 할때 조화를 이룰 수 있음을 배운 시간이였습니다그러면서 머지 않아 있을 2월 9일 우리 민들레 친구들의 발표회 공연도 기대가 되더라구요
31,33,33,5,1024***예매자,2023.01.18,조회 7,공감 0공감하기,재밌었어요,시간가는줄 모르고 봤네요기회가 된다면 또 보고싶어요
32,34,34,5,yes20***예매자,2023.01.18,조회 5,공감 0공감하기,너무 좋은 공연 이었습니다,페기역을 맡은 유낙원 배우님이 정말 역할에 딱 맞는다고 생각했습니다 너무 사랑스러웠어요 춤도 너무 잘 추시고요 빌리역에 김동호 배우님은 처음 봤는데 매력이 넘치더군요 전수경 배우님도 역할에 너무 잘 어울려요 능청스럽고 익살스럽더라고요 역시 본업 하시는 모습이 멋있었어요 송일국 배우님은 뮤지컬배우가 아니라 노래쪽은 좀 아쉽긴했으나 역할엔 어울렸다고 생각해요 애니 역할 하신분도 톡톡 튀고 매력적이었답니다 모든 배우분들이 멋진 공연 만들어주셔서 잘 봤습니다
33,35,35,5,nnsnrn***예매자,2023.01.18,조회 7,공감 0공감하기,최고의 쇼뮤지컬,감히 최고의 쇼뮤지컬 중에 하나라고 생각합니다멋진 탭댄스 공연과 쉬운 서사로 누구나 재미있게 관극할 수 있습니다누구나 즐겁게 볼 수 있는 공연을 찾으신다면 정말 추천합니다럭키드로우 행사도 재미있었습니다신영숙 홍지민 오소연 배우님 등 관객을 행복하게 해주시는 배우분들과 공연이었습니다
34,36,36,4,aes8***예매자,2023.01.17,조회 11,공감 0공감하기,재밌습니다,화려하고 좋았어요 열정 넘치구 멋있었습니다
35,37,37,5,muni2***예매자,2023.01.17,조회 9,공감 0공감하기,너무 너무 좋은 공연,전 배우분들의 연기와 노래가 너무 좋았습니다올해 겨울에도 또 볼수 있었으면 하는 기대감가득한 뮤지컬 입니다무대 장치들도 너무 좋고 각 맞추어추는 탭댄스 정말 환상적인 무대 였어요넘좋은 공연 감사합니다
36,38,38,5,wj***예매자,2023.01.17,조회 8,공감 0공감하기,멋져요,훌륭하고 화려한 공연 멋졌어요
37,39,39,5,wj***예매자,2023.01.17,조회 7,공감 0공감하기,멋진 공연,즐거운 공연 멋진 추억을 쌓았어요
38,40,40,5,wj***예매자,2023.01.17,조회 10,공감 0공감하기,브로드웨이42번가,화려하고 멋진 공연
39,41,41,5,wj***예매자,2023.01.17,조회 8,공감 0공감하기,브로드웨이42번가 최고,막공이다 보니 출연진들의 무대 인사까지 정말 좋았음
40,42,42,5,signa***예매자,2023.01.16,조회 16,공감 0공감하기,막공,막공이라 그랬는지 또 유낙원 배우가 앙상블에서 발탁된 것 들으니 나도 모르게 눈물이 나네 
41,43,43,5,narahy***예매자,2023.01.16,조회 13,공감 0공감하기,들썩들썩하는거 참느라 힘든 공연,평일에 퇴근하고 달려가서 피곤한 상태로 보았음에도탭댄스 추는 배우님들 보면서 텐션이 끌어올려지는 공연이었어요 포토존도 하나같이 너무 예쁘고 신영숙배우님의 연기와 노래는 말할것도 없고오소연배우님은 처음 보았는데 탭댄스 실력에 완전 반했어요 
42,44,44,5,wlsanf***예매자,2023.01.16,조회 15,공감 0공감하기,명불허전 쇼뮤지컬,쇼뮤지컬을 너무 좋아해서 막공에 맞춰 공연을 예매했는데요 왜 막공만 볼 생각을 한건지 너무 아쉬웠어요 볼거리도 너무 많고 무대도 예쁘고 무엇보다 배우분들이 무대에 얼마나 노력했는지 보여서 더 감동이 있었던 것 같아요 얼른 다시 만나면 좋겠어요 그때는 차 관람 할거에요 ><
43,45,45,4,josi***예매자,2023.01.16,조회 18,공감 0공감하기,평생 볼 탭댄스를 한번에 본거 같아요 ,정말로 쇼  뮤지컬이네요 평생에 볼 탭댄스를 한번에 본 것 같아요 배우님들 너무 너무 열심히 잘 하셔서 보기 좋았어요 
44,46,46,5,millun***예매자,2023.01.16,조회 9,공감 0공감하기,최고의 쇼 뮤지컬,고전은 고전의 매력이 있는 것 연습실의 땀은 배신하지 않는다
45,47,47,5,free2***예매자,2023.01.16,조회 14,공감 0공감하기,배우님 모두 최고였어요,한 순간도 눈을 못 뗐어요노래 하면서 탭댄스를 모두 어찌나 다들 잘 추시던지속으로 엄지척을 마구 날렸답니다
46,49,49,5,thsghkdud***예매자,2023.01.16,조회 10,공감 0공감하기,신나는 탭댄스,신나는 탭댄스 저도 배워보고 싶어졌어요
47,50,50,5,esther10***예매자,2023.01.16,조회 9,공감 0공감하기,브로드웨이,코로나로 인해 2020년에는 공연 중간에 종연되었다고 들어서 너무 안타까웠는데 이번에는 무사히 총막까지 마무리할 수 있어 다행입니다 새로운 배우들을 많이 알아갈 수 있었고 어려운 탭댄스하느라 그동안 수고 많으셨습니다
48,51,51,5,tnwls2***예매자,2023.01.16,조회 11,공감 0공감하기,짱짱짱,재미있었어요기대이상의상컨셉도 좋고
49,52,52,5,ysy2***예매자,2023.01.16,조회 9,공감 0공감하기,최고,최고의 공연이었어요 낙원페기도 너무 귀엽고 주순빌리 너무 잘하고 신도로시 정말 최고였네요 총막인 만큼 믿고 보는 캐스팅이었어요 짱
50,53,53,5,always3***예매자,2023.01.16,조회 8,공감 0공감하기,넘 재밌어요,감동적이구 넘 재밌어요
51,54,54,5,mj7***예매자,2023.01.16,조회 9,공감 0공감하기,관람후기,넘버도 신나고 화려해서 재밌는 공연이였어요 배우분들 너무 잘하세요 추천합니다
52,55,55,5,jrsil***예매자,2023.01.16,조회 8,공감 0공감하기,신나요,쇼뮤의 정석
53,56,56,5,haruka1***예매자,2023.01.16,조회 21,공감 0공감하기,브로드웨이 42번가를 왜 아직 안보세요,뮤지컬 오브 뮤지컬고전이 왜 명작이라는건지 절실히 알게 해주는갓상블은 여기서 꼭 써야하는 공연스토리 어렵지않고 무겁지않고 매장면이 눈 뗄 수 없게 화려하고 공연 내내 무대속으로 관객을 빨아당기는 신비함탭댄스 배우고싶은 욕구와 내적흥이 폭발하니 각오하고 보세요
54,57,57,5,knr***예매자,2023.01.16,조회 8,공감 0공감하기,언제,다시 오실거죠 기다릴께요 브웨
55,58,58,5,yeojinn***예매자,2023.01.16,조회 14,공감 0공감하기,신영숙 배우님 최고,너무 귀여운 신도로시 지방공연에서 또 만나요
56,59,59,5,knr***예매자,2023.01.16,조회 8,공감 0공감하기,다시,돌아와주세요 꼭
57,60,60,5,jjunjul***예매자,2023.01.16,조회 10,공감 0공감하기,���� �Ϻ��� ���&6,������ ���Ե���� �������е���� �ٵ� �ʹ� �Ϻ��� �����̾���� �ʹ� ��ſ����
58,61,61,5,chila***예매자,2023.01.16,조회 7,공감 0공감하기,최고의공연,왜 이제서야본건지너무재밌네요
59,62,62,5,flrwls***예매자,2023.01.16,조회 8,공감 0공감하기,건강하게 다시 또 볼 수 있기를,다들 막공까지 많이 멋지고 귀엽고 예쁘셨어요건강하시고 또 볼 수 있기를 바랍니다
60,63,63,5,lsr***예매자,2023.01.16,조회 6,공감 0공감하기,최고,좋은 캐슷으로 너무 재미있게 잘봤습니다
61,65,65,5,wlsdh***예매자,2023.01.16,조회 14,공감 0공감하기,신영숙 배우,최고예요 
62,66,66,5,dusgml4***예매자,2023.01.16,조회 6,공감 0공감하기,재밌어요,지인과 같이 보기좋은공연
63,67,67,5,nimi4***예매자,2023.01.16,조회 10,공감 0공감하기,세마막 다녀 왔어요 으허헝,너무 행복 했던 시간들이었고 공연이었습니다이번 브로드웨이 공연이 처음이었는데 정말 더 많이 보지 못해서 아쉬웠어요또 만나요
64,68,68,5,nimi4***예매자,2023.01.16,조회 7,공감 0공감하기,너무 재밌는 브로드웨이였어요,꼭 다시 만났으면 좋겠고 모든 배우님들의 탭댄스는 잊혀지지 않을 것 같습니다 정말 꼭 봐야할 공연
65,69,69,5,bluec***예매자,2023.01.15,조회 7,공감 0공감하기,너무나 즐거운 공연이었어요라이브 후기,막공이라 너무 아쉽네요
66,70,70,5,reo1***예매자,2023.01.15,조회 9,공감 0공감하기,42번가,최고최고최고최고최고
67,71,71,5,sune***예매자,2023.01.15,조회 11,공감 0공감하기,넘버가 계속 흥얼,쏟아져 돈이 정말로 많이 계속 흥얼거리게 되요 화려한 의상과 즐거운 탭댄스 군무가 멋지더라구요 기대보다 훨씬 더 좋았어요 2층에서 보니 무대를 한 눈에 볼 수 있고 앙상블들의 모습이 더 멋져 보여서 만족했답니다기회되면 또 볼거예요
68,72,72,5,nobush***예매자,2023.01.15,조회 13,공감 0공감하기,最高,最初から最後まで、ミュジカルのしさがたくさん詰まった舞台で何回でもたくなります！
69,73,73,5,knr***예매자,2023.01.15,조회 13,공감 0공감하기,역시 최고다,세미막공을보고왔는데 너무 아쉬운 느낌공연이 아쉬운게 아니라 끝나서 아쉬운 그동안 고생하셨습니다최고의 배우들
70,74,74,5,whdgkcj***예매자,2023.01.15,조회 18,공감 0공감하기,가족과 좋은 시간,뮤지컬치곤 노래는 별로 없지만 탭댄스가 너무 멋지고 페기처럼 새해 힘차고 행운 가득하게 이뤄졌으면 하는 생각하며 기분좋게 공연봤어요
71,75,75,5,tmxkwj***예매자,2023.01.15,조회 32,공감 0공감하기,첫 뮤지컬 관람 후기,예술의 전달을 처음 방문 해서어느 홀인지도 모르겠고 우왕좌왕 하다가 겨우 내 자리를 찾고직원들의 안내로 뮤지컬은 시작 되면서 노래를 시작하면서 나오는줄 알았지만탭댄스를 추면서 말을 하고 노래를 부르면서 시작하고 너무 재미있었다그러면서 익숙한 얼굴들이 보이고 노래도 너무 잘하고 신기했다너무 화려하고 춤도 멋있고 중간중간 코믹한 부분도 있고전혀 지겨운 부분들이 없어서 집중을 하게 되면서 어느새 쉬는 시간이 되고쉬었다가 다시 시작하면서 더욱 더 화려해 지고 풍부해지면서나의 첫 뮤지컬 관람기가 너무 만족 스러웠다  다시 한번 더 보고 싶다
72,76,76,5,yuk***예매자,2023.01.15,조회 19,공감 0공감하기,재밌습니다라이브 후기,스토리 너무 어렵지 않고 재밌어요
73,77,77,5,yuk***예매자,2023.01.15,조회 19,공감 0공감하기,다음 시즌이 기다려지는,서울에서 송일국 신영숙 배우 페어 마지막 공연이었습니다다음 시즌엔 어떤 모습으로 올지 기대되네요
74,78,78,5,yuk***예매자,2023.01.15,조회 21,공감 0공감하기,넘버가 좋음,좋은 넘버와 좋은 배우들
75,79,79,5,yuk***예매자,2023.01.15,조회 15,공감 0공감하기,케미가 좋습니다,송일국 신영숙 유낙원세 배우님들 케미가 좋았습니다낙원 페기는 정말 종달새 같았고줄리안과 도로시가 기싸움하는 장면 흥미로웠습니다송일국 줄리안은 인간적인 면모가 드러나는 것 같아 재밌습니다
76,81,81,5,yuk***예매자,2023.01.15,조회 17,공감 0공감하기,배우들 합이 좋네요,잘 봤습니다
77,82,82,5,yuk***예매자,2023.01.15,조회 13,공감 0공감하기,재밌는공연,내용도 괜찮고깨알 개그 재밌습니다
78,83,83,5,yuk***예매자,2023.01.15,조회 21,공감 0공감하기,신영숙 배우 최고네요,넘버 소화가 좋습니다 
79,84,84,5,yuk***예매자,2023.01.15,조회 24,공감 0공감하기,고전극임에도,캐릭터 간 밸런스가 잘 맞는다고 생각해요 코러스 배우들이나 메기 버트 감초 역할도 재밌고넘버도 너무 좋았습니다2막은 탭 보다가 보면 시간 금방 감믿고 보는 신영숙 배우는 역시 노래 연기 다 좋았고생각도 안 했던 송일국 배우는 목소리가 꽤 좋더라고요잘 봤습니다
80,85,85,5,hsyo***예매자,2023.01.14,조회 17,공감 0공감하기,생각보다 잼있음,예전에 잼없고 지루하게 봤는데 10년만에 다시 보니 너무 흥나게 잼나게 봤음
81,86,86,5,mollygka***예매자,2023.01.14,조회 27,공감 0공감하기,신영숙 도로시 너무 멋있어요,탭댄스의 화려함은 말할 것도 없고역시 신영숙 도로시의 1막 장악력이란눈만 즐거운 쇼뮤가 귀까지 즐거워졌네요
82,87,87,5,miri0***예매자,2023.01.14,조회 18,공감 0공감하기,최고의 시간라이브 후기,정말 한순간도 눈을 뗄수 없었어요무대 조명 의상 노래 군무 탭댄스 모두너무 멋졌습니다돈이 아깝지 않았어요
83,88,88,5,9914a***예매자,2023.01.14,조회 30,공감 0공감하기,미친 가창력,배해선 배우님의 마지막 공연날 뮤지컬을 관람했는데 물론 다른 배우분들도 너무 훌륭하셔서 계속 소름이 돋았지만 역시 배해선 배우님의 연기와 가창력은 정말 대단하신 것 같습니다 마지막 공연 무대인사 하실때 이번 작품으로 데뷔한 신인분들도 언급해주시는 배려심에 객석의 관객들도 같이 감동받고 응원을 보냈던 시간이었습니다 브로드웨이42번가는 탭댄스 퍼포먼스가 많이 있어 모든 배우분들이 연습하시며 발도 많이 상하셨을텐데 관객을 위해 완벽한 모습으로 무대에서 신나는 뮤지컬 보여주셔서 너무 감사합니다기회가 된다면 무조건 재관람하러 올게요
84,89,89,5,pal1***예매자,2023.01.14,조회 28,공감 0공감하기,세번째 공연관람,브로드웨이42번가 세번째 공연관람이지만질리지않고 지루할틈없이 160분이라는 시간이 지나갔다다른 곳과 다르게 커튼콜때 배우님들의 모습을 담을수있어서 더더욱좋았다어제 공연이 배혜선배우님 막공이였다는데 드라마나 영화에서 보던 모습과 사뭇다른 그녀의 음색너무 좋았다다음에 또 공연이 시작되면 얼리티켓구매예정이다
85,90,90,5,zzane***예매자,2023.01.14,조회 24,공감 0공감하기,우울함이날라감,어떻게 저런무대를 만들었는지정말 신기하고 배우들의 열연에 그동안 얼마나많은 연습과노력이있었을까를 생각하게만드는 뮤지컬또보러갈꺼다
86,91,91,5,tg2***예매자,2023.01.14,조회 21,공감 0공감하기,너무 멋진 공연,무대위에서 또 다른 무대를 준비하는 배우들경쾌한 탭댄스에 눈을 뗄수 없어요1막 엔딩도 재미있게 끝나서 2막의 기다림도 즐거웠네요
87,92,92,5,jiyoun2***예매자,2023.01.14,조회 17,공감 0공감하기,연말에 신나고 즐거운 공연,연말에 신나고 즐거운 공연 잘 관람했어요 미리 예매해서 진짜 좋은 자리에서 봤구요 생생함이 좋았습니다
88,93,93,5,708***예매자,2023.01.14,조회 20,공감 0공감하기,너무 멋진 공연,배우분들의 노력과 정성이 듬뿍 느껴지는 공연이었습니다 화려한 무대와 의상도 너무 인상적이었습니다 중간 중간에 웃음을 주는 코믹 코드도 너무 좋았습니다 함께 한 친구들과 이구동성 재밌다 괜찮다를아낌없이 표현한 좋은 시간이었습니다굿굿굿
89,94,94,5,ber***예매자,2023.01.13,조회 21,공감 0공감하기,역시 또봐도 멋진공연,친구들과 셋이 한번 더 보았어요 역시 또봐도 멋진 배우들의 공연이네요최고예요 멋지고 재미있는 빼놓을 구석이없는
90,95,95,5,woaini***예매자,2023.01.13,조회 37,공감 0공감하기,9살 아이도 흠뻑 빠져 보았던 정말 근사한 공연,처음에 스토리가 조금 지루한 듯 하였지만관객과 소통하는 배우들그리고 멋진 칼군무정말 우와 를 연발하며 보았던 공연심지어 9살 아이도 즐겼던 공연입니다 이제 얼마남았네요 아쉬움이 가득가득배우들과 공연 관계자분들 정말 고생많으셨어요 멋진 공연을 선물해주신 분들께 감사인사드립니다
91,97,97,5,cheih***예매자,2023.01.13,조회 23,공감 0공감하기,최고,탭댄스 너무 멋있었어요
92,98,98,5,Eksql***예매자,2023.01.13,조회 32,공감 0공감하기,부담없이 볼 수 있는 작품,절로 웃음이 나오는 작품이었습니다 배우 한분한분 매력적이었고 감초 역할로 홍지민 배우님도 정말 좋았습니다 배해선 배우님을 뮤지컬로 뵙기는 처음인데 역시나 우아하고 멋졌습니다
93,99,99,5,vmfv***예매자,2023.01.13,조회 33,공감 0공감하기,브로드웨이 42번가,탭탠스가 압권인 공연이에요 스토리 전개는 다소 연계성이 떨어진다고 할까 하지만 퍼포먼스만으로도 충분히 볼 가치가 있는 공연이었어요 다만 평일 공연이어서 그런간지 아주머니들이 많았는데 자꾸 휴대폰을 켜서 집중이 안 되서 짜증이 났어요 2층애서 봐서 그런지 아주머니들이 더 그랬던 거 같기도 하고 그걸 제외하면 추천입니다 
94,100,100,5,maew***예매자,2023.01.13,조회 23,공감 0공감하기,세상 신나요,배우분들 에너지에 감탄했습니다
95,101,101,4,mgn2***예매자,2023.01.13,조회 32,공감 0공감하기,긍정에너지 뿜뿜,신영숙 배우님의 뻔뻔한 최고 여배우틱한 연기가 재밌었어요이조녁 배우님도 츤데레 모먼트에 뒤에서 짓는 미소와 엔딩이 인상적이었습니다탭댄스 추시는 거 보고 연습을 얼마나 하셨을지 가늠조차 안되더라고요브로드웨이42번가 준비해주시고 공연 올려주신 분들 감사합니다
96,102,102,5,852456aa***,2023.01.12,조회 33,공감 0공감하기,화려하고 최고의 뮤지컬,배우분들의 연기력 및 탭댄스 너무 좋네요뮤지컬 자체가 화려하고해서 볼거리가 많네요
97,103,103,5,miseon931***예매자,2023.01.12,조회 25,공감 0공감하기,브로드웨이 42번가,다시 봐도 좋을 뮤지컬 이였습니다강추-
98,104,104,5,ha2***예매자,2023.01.12,조회 38,공감 0공감하기,가족관람,코로나로 미루어오던 뮤지컬 공연관람을 오래만에 온가족이 같이 관람했습니다현장감 있는 공연 잘보고 왔어요
99,105,105,5,ha2***예매자,2023.01.12,조회 36,공감 0공감하기,가족과의 관람,코로나로 미루어오던 뮤지컬 공연관람을 오래만에 온가족이 같이 관람했습니다현장감 있는 공연 잘보고 왔어요
100,106,106,5,***예매자,2023.01.12,조회 24,공감 0공감하기,칼군무 정말 멋져요,약 3시간 공연이 짧게 느껴질 정도로 정말 멋진 공연이었습니다 탭댄스와 일치된 동작에서 공연자들의 땀과 노력이 깊게 느껴져서 박수를 보냈네요 멋진 공연 잘보았습니다
101,107,107,5,tndhks***예매자,2023.01.12,조회 19,공감 0공감하기,최고의 무대와 연기,기대 이상이었어요 탭댄스와 퍼포먼스는 최고라고 봅니다
102,108,108,5,aywl***예매자,2023.01.12,조회 26,공감 0공감하기,두번째 보는 브로드웨이42번가,너무 오래전이라 기억은 안나지만확실히 많이 업그레이드 되고 잼나졌습니다배우들이 한분도 소홀함 없이 최선을 다해모두가 주인공인 공연이였습니다좌석이라 더 생생하게 느끼고 담고 왔습니다모두 상자라
103,109,109,5,kus***예매자,2023.01.12,조회 29,공감 0공감하기,최고의 무대 살면서 꼭 봐야하는 작품,단순명료한 이해하기쉬운 스토리에화려한 의상과 호쾌한 탭댄스 군무까지가슴을 뻥 뚫어주는 시원시원한 멋진 작품입니다거기에 커튼콜 촬영까지 가능이라니 너무 혜자스럽군요이건 살면서 꼭 봐야합니다
104,110,110,5,colle***예매자,2023.01.12,조회 20,공감 0공감하기,관람 만족,브로드웨이 42번가 뮤지컬은 매우 만족 스럽습니다역시 뮤지컬은 실망시키지 않습니다
105,111,111,5,3631***예매자,2023.01.12,조회 23,공감 0공감하기,꼭보세요,꼭 재관람 할껍니다 너무재밌었어요
