,index,Rating,Id,Date,views,like,Title,Text
329,329,5,khj1***예매자,2020.08.20,조회 31,"공감 0
공감하기",뮤지컬 렌트,이번주 막공이라는게 실감나지 않아요 너무나 좋고 많이 그리울 렌트 너무나 좋았습니다
330,330,5,yun0***예매자,2020.08.20,조회 42,"공감 0
공감하기",최고였습니다.,너무 좋았습니다노래들을 어찌나 다들 모든 배우가 잘하는지 기대 안하고 갔는데 최고였습니다오케스트라가 아닌 밴드연주로 하는 공연도 처음이였고 모두다 최고의 배우들이시네요코로나로 갈까 말까 무지 고민했는데 안갔으면 너무 후회했을꺼 같아요행복한 시간이였습니다
331,331,5,vDo***예매자,2020.08.20,조회 26,"공감 0
공감하기",렌트라는 선물,막공이 다가올수록 아쉬움은 더해가지만 그동안 감사했어요
332,332,5,vDo***예매자,2020.08.20,조회 28,"공감 0
공감하기",이 시국과 너무 맞아떨어지는 극,이 시국을 보내면서 이런 극을 만날 수 있어 너무 행운이었어요
333,333,5,vDo***예매자,2020.08.20,조회 29,"공감 0
공감하기",올해 가장 많이 본 뮤지컬,봐도봐도 안 질려요 꼭 다시 돌아와주세요
334,334,5,scully7***예매자,2020.08.19,조회 24,"공감 1
공감하기","언제나 최고예요
라이브 후기",오늘 캐스팅 진짜 좋았어요 최고의 캐릭터들 역시 랜트는 볼수록 좋아요두훈마크와 재림콜린  언제나 최고입니다
335,335,4,mist***예매자,2020.08.19,조회 27,"공감 0
공감하기",음악이 좋았어요,내용은 역시나 취향이 아니었지만 배우분들의 열정적인 노래와 연기 인정하고요음악은 좋았어요 시즌즈오브럽 감동적인 노래예요
336,336,3,smblu***예매자,2020.08.19,조회 71,"공감 2
공감하기",두번 본 후기,마이크 음향이 다른극장들에 비해 저렴한 느낌입니다 발음이 잘안들림 교회 음향수준연출이 조금 아쉬운 부분들이있었고몇몇 배우들의 과한감정표현들이 공감하기 어려운 부분들이 있었습니다다들 열심히한것 같아 노력에 박수를 보냅니다추천 캐스팅장지후 김수하 배두훈 전나영민경아 최재림 김호영
337,337,4,chy***예매자,2020.08.19,조회 57,"공감 0
공감하기",믿고 보는 렌트,정말 오랜만에 한국에 돌아온 렌트전 캐스트가 모두 완벽했다 중간중간 조금 지루한 장면들도 있었지만 압도적으로 좋았던 장면들로 상쇄하고도 남는다 벅찬 감동이 있는 작품
338,338,4,20080***예매자,2020.08.19,조회 30,"공감 0
공감하기",잘 봤어요,듣고 싶었던   를 라이브로 들어서 너무 좋았습니다
339,339,5,yas***예매자,2020.08.19,조회 23,"공감 0
공감하기",너무 좋았어요,잘 봤습니다
340,340,5,yas***예매자,2020.08.19,조회 70,"공감 0
공감하기",ㅜㅜ 오늘이 마지막이라는 마음으로 관람했는데,배우님들도 같은 각오로 연기해주신거 같아요감동적이면서도 안타까움이 들었습니다오늘도 기립공연
341,341,5,bleuai***예매자,2020.08.19,조회 40,"공감 0
공감하기","전나영 모린 사랑해애,,,",음메 없는 오버더문도 훌륭하게 소화해내는 당신 코로나 시대의 인재 다들 전나영 모린 하세요2020년에 뮤지컬 렌트와 나영모린을 못본다 진심 후회해요
342,342,5,aj9***예매자,2020.08.19,조회 28,"공감 0
공감하기",오직 오늘뿐,오늘이 마지막이 될 수 있는 무대였던 만큼 더 간절하게 들렸던 가사
343,343,5,hoilo***예매자,2020.08.19,조회 43,"공감 0
공감하기",역시 기다렸던 렌트 ㅠㅠㅠ,11년만에 보게된 렌트네요 그때의 감동이 그대로 전해졌어요  공연장 특성상 음향이 별로라 가사전달이 좀 안되긴 했지만 그래도 내용을 다 아니까 괜찮았어요  렌트 전주가 시작되자마자 심장이 터질것 같았어요 배우들의 역동적인 움직임과 음악 그 열정적인 분위기가 정말 너무너무 좋더라구요 오랜만에 즐겁고 행복했던 관람이었습니다
344,344,5,sho***예매자,2020.08.19,조회 20,"공감 0
공감하기",명불허전,최재림 배우님만 생각하고 갔는데 김수하 배우님 정다희 배우님에 완전 치여서 왔습니다
345,345,4,skylin***예매자,2020.08.19,조회 32,"공감 0
공감하기",배우분들이 정말 열심히 하시는게 눈에 보이네요~,거의 쏭쓰루 같아요 배우들의 열기가 느껴집니다
346,346,4,yidon***예매자,2020.08.19,조회 43,"공감 0
공감하기",아이비 배우님!,렌트      브로드웨이 협력연출앤디 세뇨르 주니어 국내 협력연출이재은 국내 협력안무황현정 음악감독오민영 무대디자인인혜란 조명디자인마선영 음향디자인김기영 의상디자인김지연 분장디잔인김유선 소품디자인최혜진 출연장지후 배두훈 아이비 전나영 정다희 유효진 김지휘 임정모 신현묵 배수정 이태영 김채은 김유정 서종원 이병현 제작신시컴퍼니 극장디큐브아트센터 별점★★★★☆ 기억으로는 근로자연극제 에서 딱 한 번 본거 같은데 많이 본거처럼 생각되어서 안볼려고 했으나 한 번쯤은 봐야할거 같아서 선택하고 보고 왔다 그렇게 공감되지 않는 스토리지만 노래는 정말 좋았다    가 맨 마지막에 나오는줄 알았는데 2막 첫 곡이었다 이 공연을 선택하게 한 전작 레드북 의 애정하는 아이비 배우님 자리가 사이드 여서 표정은 제대로 볼 수 없었지만 역시 노래는 잘 불러 주었다 처음보는 전나영 배우님도 좋았다
347,347,5,amur***예매자,2020.08.19,조회 22,"공감 0
공감하기",no day but today,오직 오늘뿐
348,348,5,amur***예매자,2020.08.19,조회 18,"공감 0
공감하기",볼때마다 힐링 받고 옵니다.,휘엔젤의 사랑스러움 말로 표현할수가 없네요휘엔젤한테 힐링 받고 왔어요
349,349,5,juliejk***예매자,2020.08.19,조회 22,"공감 0
공감하기",렌트 너무 잘 봤어요,렌트 너무 잘 봤어요 젊고 굶주리지만 또 화려하게 빛나는 그 순간을 너무 잘 표현해낸 것 같아요
350,350,5,flying***예매자,2020.08.19,조회 25,"공감 0
공감하기",추천합니다,추천합니다
351,351,5,jcoing2***,2020.08.19,조회 38,"공감 1
공감하기",진짜 인생 뮤지컬을 만났어요,진짜 소장하고 싶을 정도로 너무 좋고 최고에요 혹시  출시 예정은 없나요 2020년 렌트 진짜 좋아하는데
352,352,5,whdk***예매자,2020.08.18,조회 27,"공감 0
공감하기","인터파크 인생쿠폰으로 득템!
라이브 후기",좋은 기회로 저렴하게 좋은 자리에서 잘 보고 왔습니다이번 공연으로 한동안 또 힘내며 하루하루를 보낼 수 있겠어요
353,353,5,b4***예매자,2020.08.18,조회 26,"공감 0
공감하기",역시최재림!!!!,너무즐거웠어요노래도 참좋네요
354,354,4,kb***예매자,2020.08.18,조회 31,"공감 0
공감하기",배우들의 에너지가 넘치는 멋진공연!,에너지가 넘피는 멋진공연추천합니다
355,355,5,love6***예매자,2020.08.18,조회 24,"공감 0
공감하기",갈수록 더 감동적이에요,처음 봤을 때 보다 두번째 볼 때가 더 감동적이네요배우들의 열정이 너무나도 크게 느껴졌어요그리고 역시나   는 들을 때마다 감동적이에요배우님들 너무 존경스럽습니다
356,356,3,hrwo***예매자,2020.08.18,조회 47,"공감 0
공감하기",잘 봤습니다.,기다렸던 공연이었어요배우분들 연기 너무 훌륭했고 무대조명도 좋았습니다
357,357,5,hja3***예매자,2020.08.18,조회 23,"공감 0
공감하기",에너지가 좋아요,넘버 너무 좋고 특히 배우들의 에너지가 좋아요
358,358,5,soul8***예매자,2020.08.18,조회 20,"공감 0
공감하기",재밌어요,재밌어요
359,359,5,hil***예매자,2020.08.18,조회 28,"공감 1
공감하기",렌트는 렌트!,아주 오래전 보고 진짜 오랜만에 보는 렌트였습니다지금 봐도 재밌을까 반신반의하며 갔는데 역시 렌트는 렌트네요 폭풍감동받고 왔어요특히 예전부터 역할을 해온 김호영 엔젤과 최재림 콜린은 정말 정말 정말 정말 최고였습니다100점 드립니다
360,360,5,qwena***예매자,2020.08.18,조회 31,"공감 0
공감하기",영화 렌트를 20번은 본 거 같아요,그렇게나 좋아하는 영화가 몇년만에 뮤지컬로 돌아왔대서 날짜를 벼르고 별러서 보고 왔습니다정말 기대한 것만큼 좋았고 기대한 것 보다 더 좋았습니다러닝타임이 길었지만 그만큼 무대를 꽉채워준 배우들과 노래 덕에 한시도 지루하지 않았습니다
361,361,3,hirokis***예매자,2020.08.18,조회 62,"공감 0
공감하기",배우들이 너무 잘합니다,사실 오래된 극이다 보니 극이 이해안되는건 어느정도 감수합니다그래도 배우들이 워낙 잘해서 그 재미로 보고왔습니다
362,362,5,llmihyu***예매자,2020.08.18,조회 18,"공감 0
공감하기",No day but TODAY!,일주일 밖에 안남았다는게 믿기지 않습니다 정말 한회한회가 소중한데 왜 벌써 막공이 다가오고 있는건지요즘같은 시국에 이런 공연을 볼 수 있다는 사실만으로 감사하고있습니다크리스마스 선물처럼 다가온 렌트많은 사람들 마음에 사랑을 남길 수 있기를
363,363,4,zhaox***예매자,2020.08.18,조회 44,"공감 0
공감하기",이번주 폐막 실화인가요 ㅠㅠ,솔직히 디큐브 위치때문에 별로 안좋아 하는데이번 여름 렌트 보면서 디큐브가 좋은 기억으로 남을거 같습니다이번주면 폐막이네요 담주에는 디큐브 가도 렌트 없네요며칠 남았지만 벌써 아쉽습니다배우들 연주자들 스텝들 모두에게 땡큐땡큐
364,364,4,zhaox***예매자,2020.08.18,조회 26,"공감 0
공감하기",폐막이 다가오는게 아쉽습니다,배우들이 뿜어내는 강력한 에너지와오직 오늘뿐이라는 메세지가 강렬합니다간만에 올리온 작품으로 알고있는데폐막이 점점 다가오니 아쉽습니다
365,365,4,ceoso***예매자,2020.08.18,조회 16,"공감 0
공감하기",추천,추천합니다
366,366,5,khj1***예매자,2020.08.18,조회 15,"공감 0
공감하기",뮤지컬 렌트,일주일 남았어요 꼭 보러오세요  너무 보내기 싫은 렌트예요 
370,370,5,kormim***예매자,2020.08.18,조회 14,"공감 0
공감하기",잘봤습니다.,재밌게 잘봤습니다
371,371,5,ym980@nownuri.***예매자,2020.08.18,조회 25,"공감 0
공감하기",''지금'' ''이곳''의 아름다움을 노래하는 뮤지컬,미래는 없어 과거는 없어 라고 얘기하지만과거가 내 곁에 남아있다라고도 얘기합니다미래와 과거보다는 현실에 충실하라고 외치지만 과거의 내가 지금의 나를 만들었고지금의 내가 미래를 만들죠
372,372,5,su2***예매자,2020.08.18,조회 15,"공감 0
공감하기",렌트!,너무너무 즐거웠어요 신선한 내용
373,373,4,spwc1***예매자,2020.08.18,조회 15,"공감 0
공감하기",렌트라는 극이 주는 에너지와 메시지,내용 자체는 아무래도 조금 옛날 내용이긴 하지만 그래도 그 속에 담겨 있는 에너지와 메시지는 변함없이 좋아요 과거에 얽매어 미래를 걱정하며 살아가는것보다는 오직 오늘을 위해 활기차게 살아가는 사람들의 에너지가 좋았습니다
374,374,4,sypark***예매자,2020.08.18,조회 18,"공감 0
공감하기",엄청난 에너지,첫곡부터 강렬한 배우들과 음악팀의 에너지에 압도당했습니다 영화를 찾아보고 가지 않아서 가사들 이해에 조금 어렵긴했지만 현재에도 유의미한 이야기인 것 같네요
375,375,5,irion2***예매자,2020.08.18,조회 14,"공감 0
공감하기",20주년 기념 렌트! 그동안 정말 감사했어요!!,총 여섯번의 관람을 하고오늘 일곱번째 이자20주년 기념 렌트 마지막 관람을 하러 갑니다코로나로 어려운 시국에렌트와 함께 정말 행복했습니다좋은 공연을 위해 열과 성을 다해주신 모든 분들께진심으로 감사드립니다렌트 꼭 다시 돌아왔으면 좋겠어요 
376,376,5,jsungryeo***예매자,2020.08.18,조회 11,"공감 0
공감하기",렌트 꼭 보세요!,렌트 쇼케이스를 보다가마지막 넘버 부르기 전 배우분들께서정말 마음을 담아 한마디씩 하는거 보고아 이건 보고와야겠구나 생각했어요사실 극을 이루고있는 내용과 주제들이결코 가벼운건 아니지만 또 그렇게 무겁게 풀어내지 않아서오히려 더 와닿았던것 같아요보는 관객들에게그들이 왜 그런 상황을 맞이하게 되었는지구구절절 설명하면서 이해시키려는게 아니라그 캐릭터 자체가 보여주는 모습을 통해 더 이해가 되었던것 같아요또한 앙상블들도 다른 배우분들도 그 무대 그 시간 같이 있는 사람들과그 순간을 즐기는 모습들이 너무 감동적이었어요지금 공연이 끝나면 언제쯤 다시 돌아올지 모르겠지만저는 벌써 너무 아쉽고 코로나만 아니면 더 많이 그들과 노래했을것 같아요정말 감사드립니다아직 안보신분들 계시면 꼭 보세요
377,377,5,jsungryeo***예매자,2020.08.18,조회 13,"공감 0
공감하기",렌트 가지마ㅠㅠㅠ,렌트 아직 안보신분제발 내려가기전에 봐주세요
378,378,4,dao***예매자,2020.08.18,조회 12,"공감 0
공감하기",잘 봤습니다.,좋았어요
379,379,4,lmj2***예매자,2020.08.18,조회 12,"공감 0
공감하기",렌트 렌트 렌트~~~~,송스루라 재밌어요
380,380,5,haeminmo***예매자,2020.08.18,조회 16,"공감 0
공감하기",렌트는 사랑입니다,말해 뭐해 렌트는 진짜 최고의 작품입니다 배우분들도 너무 잘하고 막공 주인게 너무 슬플 따름
381,381,3,yuri***예매자,2020.08.18,조회 36,"공감 0
공감하기",재미있게 관람했습니다,배우들의 열정이 빛나는 공연이었습니다 이제 막공이 얼마 남지 않아서 한회 한회 소중한 시간이네요
382,382,4,yuri***예매자,2020.08.18,조회 17,"공감 0
공감하기",좋은공연이었습니다,배우들의 열정이 빛나는 무대였습니다 늘 들어왔지만 넘버도 정말 좋구요
383,383,5,zhdth***예매자,2020.08.18,조회 16,"공감 0
공감하기",캐스팅 넘버 모두 완벽,영화 보고 다시 보고싶어요
384,384,4,diana8***예매자,2020.08.18,조회 15,"공감 0
공감하기",유명한 데는 이유가 있는 거쥬ㅎㅎㅎ,사실 렌트를 보러 가기 직전까지 영화를 이미 한 번 정주행 했음에도 뭔가 막 재밌겠다는 느낌이 없는 상태로 공연을 관람했다 헐 근데머죵 왜이렇게 재미있는 거졍일단 김호영 엔젤님 걍 엔젤 그 자체이구영 김수하 미미 러블리 그 자체 구여민경아 모린 모린은 걍 미쳤어영 공연 볼 당시보다 공연이 끝난 뒤에 오는 여운이나 흥이 장난 아니예요 이런 신나는 리듬에 어떻게 가만히 등 붙이고 보라는 건지각박해&50692;비라 라 비바
385,385,5,usi***예매자,2020.08.18,조회 11,"공감 0
공감하기",최고의 뮤지컬,재밌게 보았습니다감사합니다
386,386,5,znlsz***예매자,2020.08.17,조회 9,"공감 0
공감하기",렌트,사랑의 중요성을 알게해줬던 뮤지컬최재림 최고
387,387,3,tedd***예매자,2020.08.17,조회 17,"공감 0
공감하기",환상적인 넘버,그 넘버가 더 잘 울려퍼지는 공연장이었음- 하는 아쉬움이 남는다
388,388,5,hoic***예매자,2020.08.17,조회 11,"공감 0
공감하기",뮤지컬의 고전,렌트 드디어 봤습니다고전인 이유가 있더라구요
389,389,5,searc***예매자,2020.08.17,조회 16,"공감 0
공감하기",20주년 기념!! 안 보면 후회할 뻔!,20주년 기념 공연 렌트정말 재밋게 보고 왔습니다안봤으면 후회할 뻔 했어요꼭 보세요
390,390,5,suejh***예매자,2020.08.17,조회 11,"공감 0
공감하기",재밌어요,배우들 모두 최고입니다
391,391,4,julie0***예매자,2020.08.17,조회 10,"공감 0
공감하기",잘봤습니다,재미있었습니다
392,392,5,syj***예매자,2020.08.17,조회 13,"공감 0
공감하기",뮤지컬 렌트,신나면서 마음 아프고 공감되는 극
393,393,5,yas***예매자,2020.08.17,조회 22,"공감 0
공감하기",재밌었어요~,사이드였지만 배우들이 군데군데 모두 잘 돌아다녀주셔서중앙처럼은 아니겠지만 보는데 만족도가 있었습니다감사합니다
394,394,5,yas***예매자,2020.08.17,조회 20,"공감 0
공감하기",기립이 터졌어요~,배우님들이 너무 슬프게 연기하셔서2막때는 눈물바다였어요 막 눈물이 났네요 좋은 극 잘 봤습니다
395,395,4,ara***예매자,2020.08.17,조회 42,"공감 0
공감하기",낡았지만 이상하게 계속 보게 되네요,에이즈 마약 동성애그때 당시에는 파격적이었는지는 몰라도 이제는 식상한 소재와 뻔한 주제에도 불구하고 사람을 끌어당기는 매력이 있어요역시 넘버때문인가
396,396,4,rudsk***예매자,2020.08.17,조회 26,"공감 0
공감하기",투데이 포 유 투모로우 포 미~!!,사랑에 대해서 한번 더 생각해볼 수 있는 공연이었습니다
397,397,5,tndus5***예매자,2020.08.17,조회 22,"공감 0
공감하기",너무 재미있어요,렌트 꼭 가야하나 안갔으면
398,398,5,cd01***예매자,2020.08.17,조회 32,"공감 0
공감하기",렌트 가지마요ㅠㅠㅠ,두달이 이렇게 빨리 지나가다니 가지마 떠나지마 아직 해야할 말이 있어
399,399,5,megumi0***예매자,2020.08.17,조회 17,"공감 0
공감하기",최고예요!!,수하미미 안 본 사람 없게 해주세요
400,400,5,kid2***예매자,2020.08.17,조회 25,"공감 0
공감하기",으악너무재밌다,사랑해요
401,401,5,dual***예매자,2020.08.17,조회 16,"공감 0
공감하기",렌트,좋았어요배우들 성대 짱짱
402,402,5,rose9***예매자,2020.08.17,조회 18,"공감 0
공감하기",재밌었어요,재밌었어요
403,403,5,la***예매자,2020.08.17,조회 20,"공감 0
공감하기",ㅇㅇㅇㅇ,
404,404,5,lak***예매자,2020.08.17,조회 21,"공감 0
공감하기","웃고 울고, 신나는 세시간 힐링",뮤지컬 렌트 웃고 울고 신나는 세시간 힐링입니다
405,405,5,tngus2***예매자,2020.08.17,조회 12,"공감 0
공감하기",렌트,좋은 뮤지컬 이었습니다
406,406,5,mysoft***예매자,2020.08.17,조회 23,"공감 0
공감하기","믿고 보는 장지후 배우, 믿고 보는 극 렌트",믿고 보는 장지후 배우 믿고 보는 극 렌트코로나만 아니었다면 연장하길 바랬었는데 떠나보낼 생각에 슬픕니다 
407,407,5,yjw6***예매자,2020.08.17,조회 12,"공감 0
공감하기",너무 재밌었어요,넘버도 신나고 재밌고 슬프고 잘 봤어요
408,408,4,dudhk***예매자,2020.08.17,조회 26,"공감 0
공감하기",No day but today,   라는 주제의식이 잘드러났다동시에 여러인물이 각자의 소리를 내는 구간들이 있어 못알아들은것도 있고극 스토리도 뚝뚝 끊기는 느낌을 받을 때도 있었지만전체적인 주제와 사랑의 중요성을 충분히 느낄 수 있었다무엇보다도 짱짱한 성대자랑이 보는내내 귀호강이었다
409,409,4,leebel***예매자,2020.08.17,조회 12,"공감 0
공감하기",기대이상!!,쇼케이스보고 기대하나도 안하고 갔는데 생각외로 너무 재밌었어요 특히 민경아 아이비 배우님한테 엄청 반하고 갑니다 갓모린 갓미미 최고
410,410,5,incac***예매자,2020.08.17,조회 31,"공감 0
공감하기",완전 최고,   너무 좋아요그런데 1열 앞에 한줄 더 있습니다 1열이 1열이 아니라는 
411,411,5,iwish***예매자,2020.08.17,조회 10,"공감 0
공감하기",배우들 너무 잘 해요,진짜 다들 최고예요
412,412,4,yji***예매자,2020.08.17,조회 12,"공감 0
공감하기",뮤지컬 렌트...,뮤지컬 렌트 난 생각보다 재미있었다마약을 하고 에이즈 동성애 우리랑은 거리가 쫌 먼 얘기지만정신없이 막 앙상블과 빈틈없는 음악을 공간을 채우고아낌없이 혼란스런 와중에도 친구들과의 우정 사랑근데 로저가 거친 목소리로 노래는 하나 다른 배우들에 비해매력이 없이 너무 밋밋했다 글구 커튼콜때 어디쯤에 서 있었을까요
413,413,5,k1991***예매자,2020.08.17,조회 10,"공감 0
공감하기","재미, 감동, 메시지, 전율이 다 있어서 강추합니다",이제 마지막 일주일 공연이 남았네요두 달 여 공연 기간 동안 세 번을 관람했는데 매 번 만족했고 또 너무 행복했습니다우선 음악이 너무너무 좋습니다 신나는 음악을 기본으로 감동적인 음악들까지 고루 있는게 제일 장점그리고 캐릭터들도 다양하고 비중이 어느 한 쪽에 쏠리지 않아서 좋아요가사를 잘 들어보면 곱씹어 듣고 싶은 메시지 있는 가사들도 참 많구요정말 제 취향에 너무 잘 맞는 공연이었습니다코로나가 얼른 사라져서 평온해졌을 때 극 중 배경처럼 눈 내리는 겨울이 오면 렌트가 꼭 돌아왔으면 좋겠네요모두 화이팅입니다
414,414,4,hjj1***예매자,2020.08.17,조회 11,"공감 0
공감하기",현재를 살아라!,코로나 때문에 취소할까 망설였는데 안봤으면 후회할뻔 했어요  배우분들 너무 잘하시고 노래도 좋고 뭔가 감동받고 왔습니다 과거도 미래도 아닌 현재를 잘 살아야겠다는 마음도 들고 몸도 마음도 건강하게어렸을때 봤을땐 이런 느낌은 아니었는데;한번만 보긴 아쉬운 공연이었어요
415,415,4,syusukek***예매자,2020.08.17,조회 7,"공감 0
공감하기",재밌었어요,재밌었어요
417,417,5,ram***예매자,2020.08.17,조회 7,"공감 0
공감하기",좋았어요,음악과 배우들의 에너지
418,418,5,kimgon3***예매자,2020.08.17,조회 10,"공감 0
공감하기",끝나지 않았으면,넘버가 주는 메시지가 큰 힘을 줍니다 이제 얼마 남지 않았는데 끝나지 않았으면 좋겠어요
419,419,4,ho17yo***예매자,2020.08.17,조회 9,"공감 0
공감하기",즐거웠다,여러가지의미로 좋은 극이었다
420,420,3,ho17yo***예매자,2020.08.17,조회 16,"공감 0
공감하기",현재라는 의미,아마도 원작으로 보았으면더 느껴졌을 의 의미인듯 싶었다그들의 삶속에서 내삶은 어떠했나를들여다 볼수 있었고미래를 쫓는 삶을 살지만 그 와중에서도현재를 잘 돌봐야겠구나 라는 생각이 들었다특히나 시즌즈오브러브 에는정말 이 곡하나로 티켓값이 아깝지 않았다 는 생각이 들만큼그 메세지가 그들이 전하고 싶었던것이 전해진 것 같았다
421,421,4,ho17yo***예매자,2020.08.17,조회 11,"공감 0
공감하기",렌트,모든 것은 빌려쓰는 것지구도 빌려쓰고 있는데 이렇게 망쳐도 되나 라는 생각이 들었다
422,422,5,salan***예매자,2020.08.17,조회 12,"공감 0
공감하기",bbbbbbbbbbbbbbbb,따뜻한 작품이네요
423,423,5,mellip***예매자,2020.08.17,조회 9,"공감 0
공감하기",아웃 투나잇~,  &128152; 하나만으로도 충만하고 차오르는 느낌 공연장내 환호좀 제지해주세요 걱정되네요
424,424,5,suhyun9***예매자,2020.08.17,조회 9,"공감 0
공감하기",강추합니다,너무좋았어요 완전 최고에요
426,426,5,dnwjd7***예매자,2020.08.17,조회 7,"공감 0
공감하기",렌트 끝나지마,가난한 예술가들 못보내뉴욕 재개발지역
427,427,5,shg1***예매자,2020.08.17,조회 8,"공감 0
공감하기",렌트 사랑해,장지후 김수하 정원영 전나영 정다희 최재림 김지휘 사랑해
428,428,5,ceyl***예매자,2020.08.17,조회 17,"공감 0
공감하기",고맙습니다! 내가 왜 공연을 보는지 알 수 있었던 공연.,무대 위에서 오롯이 캐릭터로서 치열하게 살아내는 배우들 그리고 관객에게 렌트라는 극을 온전히 전해주고 싶어서 치열하게 고민하고 노력하는 신시와 제작진들 고맙고 고맙습니다 코로나로 어렵고 힘든 모두에게 그래도 삶을 놓지 말자고 포기하지 말고 우리의 일상을 삶을 다시 세워나갈 힘을 내보자고 렌트라는 극을 통해 다시 삶을 사랑할 힘을 조금이라도 얻어가라는 위로와 격려 잘 받았습니다 극 중 관객들이 함성으로 극에 참여하는 부분 안식처가 없어서 얼어죽어가는 노숙자들이 되어서 살고 싶다고 세상을 향해 외치는 장면 관객이 극을 통해 세상에 내소리를 토해내는 이 장면 극 자체의 완성도 쪽이 아닌 관객에게 훨씬 더 중요한 장면이라고 생각합니다 제작사 측에서야 함성자제가 필요한 요즘 시국이니 배우들끼리만 음메하고 끝내는 편이 훨씬 간단하고 편할텐데 어제 공연을 보니 모린역 전나영배우가 산발적으로 나오는 음메소리는 재빨리 막고 객석 모두가 한번에 짧게 소리내고 끝내면서도 극 속에 참여할 수 있게 멋지게 유도하는 모습을 보고 정말 배우 포함 모든 제작진들이 이 극과 관객을 얼마나 소중히 여기는지 느껴지더군요     왜 현장공연이 필요한가까지 다시 느끼게해준 멋진 공연 관객으로서 내가 왜 공연을 보는지도 정말 고맙고 사랑합니다 그리고 모든 배우들 다 사랑입니다만 최재림배우님의 산타페 너무 황홀했어요&10084;&10084; 무대에 꽃이 피어나고 생명이 돋는 것 같던 무대 전체를 휘어잡고 이곳저곳 마법처럼 살아나게 하는 산타페 노래도 끝내주시지만 그 장면에서 무대에 생명을 불어넣으시던&10084; 다른 배우님들도 모두 자기 장면을 멋지게 살려내십니다만 어제 산타페의 최재림 콜린은 정말 마법사 같았어요&10084;&10084;&10084;그리고 앙상블 분들이 이벤트처럼 장면 연출 새롭게 하셨던데 여기서도 우리 배우님들이 관객들에게 보내는 위로와 격려를 느낄 수 있었어요 감사합니다
429,429,5,ahe***예매자,2020.08.17,조회 28,"공감 0
공감하기","525600 분의 귀한시간들., .",시작부터 신나고 2막엔 눈물쭉쭉빼주는 렌트
430,430,5,ahe***예매자,2020.08.17,조회 8,"공감 0
공감하기",렌트~~!!!!,아낌없이 주는사랑을 난 하고싶어 엔젤처럼 두려움없는 사랑을
431,431,5,ahe***예매자,2020.08.17,조회 7,"공감 0
공감하기",흐어어어엉ㅜㅜ,너무행복해여 근데 너무울어여 넘버도좋고 렌트가지말어여
432,432,4,haein1***예매자,2020.08.17,조회 8,"공감 0
공감하기",넘버가 참 좋아요,노래 정말 잘하는 배우분들이 많이 계셔서 귀 호강하고 갑니다오직 오늘뿐 이라는 가사를 통해서 삶의 의미를 되새겨 볼 수 있어요막공이 얼마 남지 않아 아쉬워요
433,433,5,ahe***예매자,2020.08.17,조회 8,"공감 0
공감하기",렌트보세여어ㅜㅡㅜ,우리 친구들 엔젤의 사랑잊지말고 항상행복하길
434,434,5,ahe***예매자,2020.08.17,조회 8,"공감 0
공감하기",엔젤의 사랑을 가슴속에 담고가여ㅜㅜ,아낌없이 주는사랑을 하는 우리 엔젤우리천사
435,435,5,ahe***예매자,2020.08.17,조회 7,"공감 0
공감하기",요즘....렌트만보고있어여ㅜㅡㅠ,너무좋아서 자꾸보게돼여
436,436,5,ahe***예매자,2020.08.17,조회 7,"공감 0
공감하기",행복해여ㅜㅜ,엔젤의 사랑을 항상기억하고 살께여
437,437,5,ahe***예매자,2020.08.17,조회 6,"공감 0
공감하기",꼭봐주세여ㅜㅡㅠ,이제 약 1주일남았어요안돼가지마
438,438,5,ahe***예매자,2020.08.17,조회 6,"공감 0
공감하기",사랑해여ㅠㅠ,렌트는 사랑입니다
439,439,5,tana150***예매자,2020.08.17,조회 4,"공감 0
공감하기",정말 에너지 넘치고 좋아요,보고나오면 기분이 엄청 좋아져요 아쉬운건 이제 막공이 얼마 안남았다는거이번 크리스마스전에 앵콜 공연 한번만 해주세요
440,440,5,c76su***예매자,2020.08.17,조회 4,"공감 0
공감하기",렌트 가지마,여운이 오래가네요쥬
441,441,5,hores***예매자,2020.08.17,조회 5,"공감 0
공감하기",렌트,굥모린 최고
442,442,5,w***예매자,2020.08.17,조회 5,"공감 0
공감하기",8/16 낮,오종혁 김수하 정원영 전나영 최재림 김호영 정다희 임정모
443,443,5,cz7***예매자,2020.08.17,조회 5,"공감 0
공감하기",렌트 ㅠㅠㅠㅠ,대레전감사해요 잊지모태 200812
444,444,5,msn***예매자,2020.08.17,조회 7,"공감 0
공감하기",역시 렌트,너무 좋았어요 렌트 최교
445,445,5,beih***예매자,2020.08.17,조회 5,"공감 0
공감하기",최고에요!,정말 재밌어요 볼 수 있으면 또 보러갈래용
446,446,5,kangaji@postman.co***예매자,2020.08.17,조회 9,"공감 0
공감하기",최고의 캐스팅,전에 초반에 보고 또 보게된 렌트이번캐스팅은 정말 환상호영엔젤 재림콜린은 역시나 여유롭고수하미미나영모린도 정말 잘하시네요김채은배우님 목소리도 넘 좋음
447,447,5,jangyu***예매자,2020.08.17,조회 6,"공감 0
공감하기",정말 좋은 공연,오랜만에 봤는데 정말 좋네요
