,id,date,rating,views,like,title,text
0,5,seobin3***예매자,2022.03.19,조회 26,"공감 0
공감하기",젠틀맨스 가이드,내용이 재밌고 유리아 배우가 너무 예뻤어요!!
1,5,iamjiyoun***,2022.03.17,조회 9,"공감 0
공감하기",고몬티!,저런 남자면 결혼한다!
2,4,cbk3***예매자,2022.03.07,조회 38,"공감 0
공감하기",사운드가 아쉬움,"출연진 연기나 스토리 구성 모두 great!!,but 음향시설이 좋지 않아 상대적으로 가수들의 노래실력이 훌륭하게 들리지 한아 무척 아쉽고 안타까웠음. 그런 와중에도 정성화싸의 다역은 출중 만족 또 만나요~~~~"
3,5,grn***예매자,2022.03.07,조회 14,"공감 0
공감하기",재밌어요!!,즐거운 시간이었습니다!
4,5,yuni***,2022.03.06,조회 15,"공감 0
공감하기",기대이상,"너무 좋았습니다.
정말 오랫만에 고급진 공연 보고 왔네요.
중간 중간 여성 비하 발언이 나와 좀 거북했지만 그것 제외하고는 너무 좋았던 공연이었어요.
한번 더 보고 싶은 공연이네요."
5,5,haruka1***예매자,2022.03.04,조회 24,"공감 1
공감하기",고몬티 클라스,"블랙코미디는 처음이라는데 고몬티는 어째서 그렇개 찰떡인가요?
실수도 애드리브로 정성화배우님과 호흡이 넘 잘 맞아서 같이 웃을 수 있었어요.
조금 기대하고 갔는데 기대 이상으로 넘 재밌었어요♡"
6,4,wkdd***예매자,2022.03.03,조회 25,"공감 0
공감하기",코믹한 뮤지컬,웃으면서 본 뮤지컬은 처음이에요~
7,5,1127x***예매자,2022.02.28,조회 16,"공감 0
공감하기",덕분에 행복했어요,넘버도 좋고 재밌고 너무 좋았어요
8,5,yourso***예매자,2022.02.28,조회 22,"공감 0
공감하기",뮤지컬 〈젠틀맨스 가이드 : 사랑과 살인편〉,재미있었습니다
9,5,kam***예매자,2022.02.28,조회 14,"공감 0
공감하기",유쾌한 공연이었어요ㅎㅎ,"배우분들 막공이라 그런지 분위기도 되게 좋았고
애드립도 재밌고 전체적으로 유쾌한 공연이었습니다ㅎㅎ"
10,5,goski***예매자,2022.02.28,조회 13,"공감 0
공감하기",젠틀맨스가이드,배우분들 다 너무 잘하셔서 재미있게 잘봤습니다!
11,5,sn0***예매자,2022.02.28,조회 13,"공감 0
공감하기",재밌습니다.,재밌습니다.
12,5,yeye***예매자,2022.02.28,조회 13,"공감 0
공감하기",너어어무웃겨요,최고ㅠㅠ
13,5,tjsdud***예매자,2022.02.28,조회 9,"공감 0
공감하기",존잼,아 존잼
14,5,yunseo0***예매자,2022.02.28,조회 15,"공감 1
공감하기",젠가 가지마 ㅠㅠㅠㅠㅠ,안좋은 시국 속에서 정말 마음놓고 빵빵 웃을 수 있었던 시간이었습니다. 너무너무 행복했고 즐거웠어요.. 젠가가 꼭 다시 올라올걸 믿어요 ㅠㅠ 코로나로 공연 많이 취소되는 상황에서 잘 버텨줘서 정말 감사합니다. 젠가 못잊어.. 못보내....
15,5,shyl1***예매자,2022.02.28,조회 12,"공감 0
공감하기",정문성짜ㅇ,문성짱
16,5,yunseo0***예매자,2022.02.28,조회 11,"공감 1
공감하기",젠가 is 갓극,"젠가.. 정말 자극적인 극들이 판치는 세상속에서 한줄기 빛과 같았습니다.. 가볍게 보러 갔다가 미친듯이 웃고 나오고, 넘버는 하루종일 맴돌고.. 진짜 이거야말로 갓극입니다..
넘버가 많고 정말 하나도 빠짐없이 다 좋아요.. 다이스뀨스의 애드립은 그냥 ㅠㅠ 그냥 미쳤어요 너무 웃김.. 이제 끝났지만.. 기다릴게요..."
17,5,moc***예매자,2022.02.28,조회 10,"공감 0
공감하기",또 와요,다음 시즌에 만나요
18,5,gytjddms***예매자,2022.02.28,조회 4,"공감 0
공감하기",재밌게봤어요,재밌게봤어요
19,5,jini5***예매자,2022.02.28,조회 5,"공감 1
공감하기",고몬티,사랑했다ㅜㅜㅠㅠ 4연이 또와오ㅠㅠㅠㅠ
20,5,jini5***예매자,2022.02.28,조회 9,"공감 0
공감하기",젠틀맨,얼른 또 만나자ㅠㅠㅠ
21,5,dbs8***예매자,2022.02.28,조회 8,"공감 0
공감하기",젠틀맨스 가이드,잘 봤습니다~!!!
